KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2007-Q4,4.718390625,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2008-Q1,4.476274193548386,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2008-Q2,4.859265625000002,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2008-Q3,4.981727272727273,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2008-Q4,4.242375000000001,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2009-Q1,2.0067936507936515,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2009-Q2,1.307967741935484,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2009-Q3,0.870909090909091,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2009-Q4,0.7220000000000003,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2010-Q1,0.6613174603174605,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2010-Q2,0.6875873015873013,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2010-Q3,0.874939393939394,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2010-Q4,1.0208333333333335,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2011-Q1,1.0958437499999998,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2011-Q2,1.415936507936508,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2011-Q3,1.561363636363637,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2011-Q4,1.4953749999999997,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2012-Q1,1.0429076923076925,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2012-Q2,0.6942903225806452,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2012-Q3,0.3616307692307692,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2012-Q4,0.19578124999999993,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2013-Q1,0.21122580645161293,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2013-Q2,0.20665079365079358,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2013-Q3,0.22348484848484845,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2013-Q4,0.23992187500000003,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2014-Q1,0.2952222222222223,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2014-Q2,0.2980806451612903,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2014-Q3,0.1647727272727273,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2014-Q4,0.08151562500000001,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2015-Q1,0.045682539682539665,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2015-Q2,-0.00670491803278689,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2015-Q3,-0.02768181818181818,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2015-Q4,-0.08920000000000002,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2016-Q1,-0.1867258064516129,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2016-Q2,-0.2582307692307691,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2016-Q3,-0.29818181818181794,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2016-Q4,-0.3124843749999999,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2017-Q1,-0.32783076923076915,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2017-Q2,-0.3299193548387097,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
FM.Q.U2.EUR.RT.MM.EURIBOR3MD_.HSTA,Q,U2,EUR,RT,MM,EURIBOR3MD_,HSTA,2017-Q3,-0.32961538461538475,A,F,,,,,A,,,,,,,,,,,,,,,,,4,,,"Euribor 3-month - Historical close, average of observations through period","Euro area (changing composition) - Money Market - Euribor 3-month - Historical close, average of observations through period - Euro, provided by Reuters",PCPA,0
