;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Canada;12,68084363;13,24592334;14,3510407;15,06467915;14,89978863;16,31835525;17,72579207;18,16808097;18,5624633;19,29376428;19,85533568;20,4777581;21,90995967;23,07271403;24,56662521;26,13097219;27,86737959;28,67981292;30,07938522;31,59327478;32,55065053;33,89098954;35,73662453;38,22537757;39,63633103;40,35887099;42,4572314;43,92552039;45,66215593;47,39952703;48,42465612;50,12100968;48,51615344;49,77683338;52,72630272;55,22241031;56,41621731;58,72728828;61,32857177;62,75380034;62,8506584;61,51464616;62,05780602;63,70560371;66,56821527;68,35071799;69,45184944;72,42430684;75,23561194;79,12017034;83,22075681;84,6944144;87,24374676;88,81611781;91,55696496;94,48805328;96,96684907;98,96704656;99,95707427;97,00876848;100;103,14122;104,9415691;107,5388902;110,2975995;111,3361978;112,9703473
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scale: Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
